Ülemkood;RfkLiik;Kood;Kirjeldus;Selgitus;KA;VA;
e5101;;;"Tarbekaupade
tootmise süsteemid";Systems for the production of consumer goods;"Administratiivse juhtimise ja kontrolli
mehhanismid, nagu piirkondlikud, riiklikud
või rahvusvahelised organisatsioonid, mis
loovad standardeid.";"Administrative control and monitoring mechanisms, such as
regional, national or international organizations that set
standards (e.g. International Organization for Standardization)
and consumer bodies, that govern the collection, creation,
production and manufacturing of consumer goods and
products.";
e5102;;;"Tarbekaupade
tootmise strateegiad";Policies for the production of consumer goods;"Tarbekaupade ja -toodete valiku,
väljatöötamise, töötlemise ja tootmise
alased õigusaktid, eeskirjad ja standardid,
nagu otsustamine, milliseid standardeid üle
võtta.";"Legislation, regulations and standards for the collection,
creation, production and manufacturing of consumer goods
and products, such as which standards to adopt.";
e5108;;;TT tarbekaupade tootmise teenistused, süsteemid ja strateegiad;"Services, systems and policies for the production of
consumer goods, other specified";;;
e5109;;;Tta tarbekaupade tootmise teenistused, süsteemid ja strateegiad;"Services, systems and policies for the production of
consumer goods, unspecified";;;
e515;;;Arhitektuuri- ja ehitusteenistused, süsteemid ning strateegiad;Architecture and construction services, systems and policies;"Teenistused, süsteemid ja strateegiad
üldkasutatavate ja eraehitiste
kavandamiseks ning ehitamiseks.
V.a: maastikukujundusteenistused, -
süsteemid";"Services, systems and policies for the design and construction of
buildings, public and private.
Exclusion: open space planning services, systems and policies (e520)";
e5150;;;Arhitektuuri- ja ehitusteenistused;Architecture and construction services;"Teenistused ja programmid elumajade,
kaubandus-, tööstus- ja üldkasutatavate
hoonete projekteerimiseks, ehitamiseks ja
ekspluatatsiooniks, nagu nt majaehitus,
projekteerimis- ja ehitusnormide, -
eeskirjade ning -standardite rakendamine,
k.a need, kes neid";"Services and programmes for design, construction and
maintenance of residential, commercial, industrial and public
buildings, such as house-building, the operationalization of
design principles, building codes, regulations and standards,
including those who provide these services.";
e5151;;;Arhitektuuri- ja ehitussüsteemid;Architecture and construction systems;"Administratiivse juhtimise ja kontrolli
mehhanismid elumajade, kaubandus- ja
tööstushoonete ning üldkasutatavate
hoonete planeerimisel, projekteerimisel,
ehitamisel ja kasutamisel, nagu nt
ehitusnormide, konstruktsioonistandardite
ja tuleohutuse ning muude ohutusstandardite rakendamisel";"Administrative control and monitoring mechanisms that
govern the planning, design, construction and maintenance of
residential, commercial, industrial and public buildings, such
as for implementing and monitoring building codes,
construction standards, and fire and life safety standards.";
e5152;;;Arhitektuuri- ja ehitusstrateegiad;Architecture and construction policies;"Elumajade, kaubandus- ja tööstushoonete
ning üldkasutatavate hoonete planeerimise,
projekteerimise, ehitamise ja kasutamise
alased õigusaktid, eeskirjad ja standardid,
nagu nt ehitusnormide,
konstruktsioonistandardite, tuleohutuse ja
muude ohutusstandardi alased üldpõhimõtted";"Legislation, regulations and standards that govern the
planning, design, construction and maintenance of residential,
commercial, industrial and public buildings, such as policies
on building codes, construction standards, and fire and life
safety standards.";
e5158;;;TT arhitektuuri- ja ehitusteenistused, -süsteemid ning strateegiad;"Architecture and construction services, systems and
policies, other specified";;;
e5159;;;Tta arhitektuuri- ja ehitusteenistused, -süsteemid ning strateegiad;"Architecture and construction services, systems and
policies, unspecified";;;
e520;;;Maastikukujundusteenistused, -süsteemidja -strateegiad;Open space planning services, systems and policies;"Üldkasutatavate maa-alade (nt parkide,
metsade, rannaalade, soode) ja eramaade
kavandamise, kujundamise, arendamise ja
kasutamise teenistused, süsteemid ja
strateegiad maal, linnas ning
linnalähedastes piirkondades.
V.a: arhitektuuri- ja
ehitusteenistused, -süsteemid ning
strateegiad (e515)";"Services, systems and policies for the planning, design, development
and maintenance of public lands, (e.g. parks, forests, shorelines,
wetlands) and private lands in the rural, suburban and urban context.
Exclusion: architecture and construction services, systems and policies
(e515)";
e5200;;;Maastikukujundusteenistused;Open space planning services;"Teenistused ja programmid linna-, eeslinna-
, maa-, puhke-, loodus- ja
keskkonnakaitsealade, vabas õhus
toimuvate rahvakogunemis- ja
kauplemiskohtade (väljakute, väliturgude)
ning jalakäijatele ja eriotstarbelistele
sõidukitele määratud teede kavandamiseks
V.a: üldkasutatavate (e150) ja
eravalduses olevate (e155) hoonete
kujundus, konstruktsioon,
ehitusmaterjalid ja tehnoloogiad;
maakasutuse tooted ja tehnoloogiad
(e160)";"Services and programmes aimed at planning, creating and
maintaining urban, suburban, rural, recreational, conservation
and environmental space, meeting and commercial open
spaces (plazas, open-air markets) and pedestrian and vehicular
transportation routes for intended uses, including those who
provide these services.
Exclusions: products for design, building and construction for
public (e150) and private (e155) use; products of land
development (e160)";
e5201;;;Maastikukujundussüsteemid;Open space planning systems;"Administratiivse juhtimise ja kontrolli
mehhanismid nt kohaliku, piirkondliku või
riikliku arengukava, projekteerimisnormide,
kultuuri- või loodusväärtuste kaitse ja
keskkonnastrateegiate rakendamisel, mis
reguleerivad maastiku planeerimist,
kujundamist.";"Administrative control and monitoring mechanisms, such as
for the implementation of local, regional or national planning
acts, design codes, heritage or conservation policies and
environmental planning policy, that govern the planning,
design, development and maintenance of open space,
including rural, suburban and urban land, parks, conservation
areas and wildlife reserves.";
e5202;;;Maastikukujundusstrateegiad;Open space planning policies;"Õigusaktid, eeskirjad ja standardid, mille
alusel maastikku planeeritakse,
kujundatakse, arendatakse ja kasutatakse,
k.a maapiirkonnad, linna- ja eeslinnamaa,
pargid, loodus- ja loomakaitsealad.";"Legislation, regulations and standards that govern the
planning, design, development and maintenance of open
space, including rural land, suburban land, urban land, parks,
conservation areas and wildlife reserves, such as local, regional
or national planning acts, design codes, heritage or
conservation policies, and environmental planning policies.";
e5208;;;TT maastikukujundusteenistused, -süsteemid ja -strateegiad;"Open space planning services, systems and policies, other
specified";;;
e5209;;;Tta maastikukujundusteenistused, -süsteemid ja -strateegiad;"Open space planning services, systems and policies,
unspecified";;;
e525;;;Elamumajandusteenistused, -süsteemid ja-strateegiad;Housing services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
tegelevad inimeste varustamisega
peavarju, elumajade või üürikorteritega";"Services, systems and policies for the provision of shelters, dwellings or
lodging for people.";
e5250;;;Elamumajandusteenistused;Housing services;"Teenistused ja programmid, mille
eesmärgiks on inimestele eluasemeks
majade või varjupaikade leidmine,
varustamine ja ekspluatatsioon, nagu nt
kinnisvaraagentuurid,
majutusorganisatsioonid, kodutute
varjupaigad, k.a need, kes neid teenuseid
osutavad.";"Services and programmes aimed at locating, providing and
maintaining houses or shelters for persons to live in, such as
estate agencies, housing organizations, shelters for homeless
people, including those who provide these services.";
e5251;;;Elamumajandussüsteemid;Housing systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis korraldavad inimeste
majutamist või neile varjupaiga leidmist,
nagu nt elamumajandusstrateegiate
rakendamise ja järelevalvesüsteemid";"Administrative control and monitoring mechanisms that
govern housing or sheltering of people, such as systems for
implementing and monitoring housing policies.";
e5252;;;Elamumajandusstrateegiad;Housing policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad elamumajandust või
inimestele varjupaiga leidmist, nagu nt
majutus- või varjupaiga sobivuse
kindlaksmääramisega seonduvad
õigusaktid ja põhimõtted.";"Legislation, regulations and standards that govern housing or
sheltering of people, such as legislation and policies for
determination of eligibility for housing or shelter, policies
concerning government involvement in developing and
maintaining housing, and policies concerning how and where
housing is developed.";
e5258;;;TT elamumajandusteenistused, - süsteemid ja -strateegiad;Housing services, systems and policies, other specified;;;
e5259;;;Tta elamumajandusteenistused, - süsteemid ja -strateegiad;Housing services, systems and policies, unspecified;;;
e530;;;Kommunaalteenistused, -süsteemid ja -strateegiad;Utilities services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
on seotud ühiskasutuses olevate
rajatistega, nagu nt veevärk, elekter,
kanalisatsioon, ühistransport ja muud
vajalikud teenistused.
V.a: kodanikukaitseteenistused, -
süsteemid ja -strateegiad (e545)";"Services, systems and policies for publicly provided utilities, such as
water, fuel, electricity, sanitation, public transportation and essential
services.
Exclusion: civil protection services, systems and policies (e545)";
e5300;;;Kommunaalteenistused;Utilities services;"Teenistused ja programmid, mille alusel
varustatakse elanikkonda tervikuna
põhienergia (nt kütus ja elekter),
kanalisatsiooni, vee ja muude
põhiteenustega (nt kiirparandusteenused)
elu- ja ärihoonetes, k.a need, kes neid
teenuseid osutavad.";"Services and programmes supplying the population as a whole
with essential energy (e.g. fuel and electricity), sanitation, water
and other essential services (e.g. emergency repair services) for
residential and commercial consumers, including those who
provide these services.";
e5301;;;Kommunaalsüsteemid;Utilities systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis korraldavad
kommunaalteenuste tagamise, nagu nt
tervishoiu- ja ohutusnõuete jälgimise
komisjonid ja tarbijate ühistud.";"Administrative control and monitoring mechanisms that
govern the provision of utilities services, such as health and
safety boards and consumer councils.";
e5302;;;Kommunaalstrateegiad;Utilities policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad kommunaalteenuste
osutamist, nagu tervishoiu- ja
ohutusstandardid, mille järgi kontrollitakse
vee ja kütuse tarnimist ning varu,
ühenduste sanitaarnormid ning muude
põhiteenuste osutamise ja tagamise põhimõtted.";"Legislation, regulations and standards that govern the
provision of utilities services, such as health and safety
standards governing delivery and supply of water and fuel,
sanitation practices in communities, and policies for other
essential services and supply during shortages or natural
disasters.";
e5308;;;"TT
kommunaalteenistused, -süsteemid ja -strateegiad";Utilities services, systems and policies, other specified;;;
e5309;;;Tta kommunaalteenistused, -süsteemid ja -strateegiad;Utilities services, systems and policies, unspecified;;;
e535;;;Kommunikatsiooniteenistused, -süsteemid ja -strateegiad;Communication services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
on seotud info edastamise ja
vahendamisega";"Services, systems and policies for the transmission and exchange of
information.";
e5350;;;Kommunikatsiooniteenistused;Communication services;"Teenistused ja programmid, mille
eesmärgiks on mitmesugustel meetoditel
info edastamine, nagu nt telefon, faks, maa-
, õhu- ja e-post ning arvutipõhised
süsteemid (nt telefoniühendus, teletaip,
tekstitelevisioon ja internetiteenused), k.a
need, kes neid te. V.a: meediateenistused (e5600)";"Services and programmes aimed at transmitting information
by a variety of methods such as telephone, fax, surface and air
mail, electronic mail and other computer-based systems (e.g.
telephone relay, teletype, teletext, and internet services),
including those who provide these services.
Exclusion: media services (e5600)";
e5351;;;Kommunikatsioonisüsteemid;Communication systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, nagu nt
telekommunikatsiooni juhtorganid või muud
taolised struktuurid, mis reguleerivad
mitmesuguseid info edastamise meetodeid,
k.a telefon, faks, maa-, õhu- ja e-post ning
arvutipõhised süsteemid.";"Administrative control and monitoring mechanisms, such as
telecommunication regulation authorities and other such
bodies, that govern the transmission of information by a
variety of methods, including telephone, fax, surface and air
mail, electronic mail and computer-based systems.";
e5352;;;Kommunikatsioonistrateegiad;Communication policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad info edastamise meetodeid
(k.a telefon, faks, postiteeenused, e-post ja
arvutipõhised süsteemid) nagu nt
sideteenustele juurdepääsu,
postiaadressile esitatavate nõuete ja
kaugsidesüsteemidega varustatuse standardide sobivust.";"Legislation, regulations and standards that govern the
transmission of information by a variety of methods including
telephone, fax, post office, electronic mail and computer-based
systems, such as eligibility for access to communication
services, requirements for a postal address, and standards for
provision of telecommunications.";
e5358;;;TT kommunikatsiooniteenistused, -süsteemid ja -strateegiad;"Communication services, systems and policies, other
specified";;;
e5359;;;Tta kommunikatsiooniteenistused, -süsteemid ja -strateegiad;Communication services, systems and policies, unspecified;;;
e540;;;Transporditeenistused, -süsteemid ja -strateegiad;Transportation services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
seonduvad inimeste või kaupade liikumise
või viimisega ühest kohast teise.";"Services, systems and policies for enabling people or goods to move or
be moved from one location to another.";
e5400;;;Transporditeenistused;Transportation services;"Teenistused ja programmid, mille
eesmärgiks on võimaldada inimeste
liikumist või kaupade vedu maanteel,
kõnniteel, raudteel, õhus või vees ühis- või
eratranspordivahendiga, k.a need, kes neid
teenuseid osutavad.
V.a: tooted isiklikuks liikumiseks
ning transpordiks (e120)";"Services and programmes aimed at moving persons or goods
by road, paths, rail, air or water, by public or private transport,
including those who provide these services.
Exclusion: products for personal mobility and transportation
(e115)";
e5401;;;Transpordisüsteemid;Transportation systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis korraldavad inimeste
liikumist või kaupade vedu maanteel,
kõnniteel, raudteel, õhus või vees, nagu nt
liiklusvahendite sobivuse
kindlaksmääramise süsteemid, eri
transpordiliikide kasutamisega seotud
V.a: sotsiaalkindlustusteenistused, -
süsteemid ja -strateegiad (e570)";"Administrative control and monitoring mechanisms that
govern the moving of persons or goods by road, paths, rail, air
or water, such as systems for determining eligibility for
operating vehicles and, implementation and monitoring of
health and safety standards related to use of different types of
transportation.
Exclusion: social security services, systems and policies (e570)";
e5402;;;Transpordistrateegiad;Transportation policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad inimeste liikumist või kaupade
vedu maanteel, kõnniteel, raudteel, õhus
või vees, nagu nt transpordi planeerimise
seadused ja põhiprintsiibid, ühistranspordi
ning selle kättesaadavuse tagamise
põhimõtted.";"Legislation, regulations and standards that govern the moving
of persons or goods by road, paths, rail, air or water, such as
transportation planning acts and policies, policies for the
provision and access to public transportation.";
e5408;;;TT transporditeenistused, -süsteemid ja -strateegiad;"Transportation services, systems and policies, other
specified";;;
e5409;;;Tta transporditeenistused, -süsteemid ja -strateegiad;Transportation services, systems and policies, unspecified;;;
e545;;;Kodanikukaitseteenistused, -süsteemid ja -strateegiad;Civil protection services, systems and policies;"Teenistused, süsteemid ja strateegiad,
mille eesmärgiks on inimeste ja omandi
julgeolek. V.a: kommunaalteenistused, -
süsteemid ja -strateegiad (e530)";"Services, systems and policies aimed at safeguarding people and
property.
Exclusion: utilities services, systems and policies (e530)";
e5450;;;Kodanikukaitseteenistused;Civil protection services;"Teenistused ja programmid, mida
ühendused organiseerivad inimeste ja
omandi kaitseks, nagu tuletõrje, politsei,
kiirabi ja päästeteenistus, k.a need, kes
neid teenuseid osutavad.";"Services and programmes organized by the community and
aimed at safeguarding people and property, such as fire,
police, emergency and ambulance services, including those
who provide these services.";
e5451;;;Kodanikukaitsesüsteemid;Civil protection systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis tagavad inimeste ja
omandi kaitse, nagu nt süsteemid, millega
korraldatakse varustatust politsei-, tuletõrje-
, kiirabi- ja päästeteenustega.";"Administrative control and monitoring mechanisms that
govern the safeguarding of people and property, such as
systems by which provision of police, fire, emergency and
ambulance services are organized.";
e5452;;;Kodanikukaitsestrateegiad;Civil protection policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad inimeste ja omandi kaitset,
nagu nt põhiprintsiibid, mille alusel
korraldatakse politsei-, tuletõrje-, kiirabi- ja
päästeteenustega varustatust.";"Legislation, regulations and standards that govern the
safeguarding of people and property, such as policies
governing provision of police, fire, emergency and ambulance
services.";
e5458;;;TT kodanikukaitseteenistused, -süsteemid ja -strateegiad;"Civil protection services, systems and policies, other
specified";;;
e5459;;;Tta kodanikukaitseteenistused, -süsteemid ja -strateegiad;Civil protection services, systems and policies, unspecified;;;
e550;;;Juriidilised teenistused, süsteemid ja strateegiad;Legal services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
puudutavad õigusakte ja muid riigis
kehtivaid seadusi";"Services, systems and policies concerning the legislation and other law
of a country.";
e5500;;;Juriidilised teenistused;Legal services;"Teenistused ja programmid, mille eesmärk
on seadusega määratletud riigivõimu
tagamine, nagu kohtud, tribunalid ja muud
asutused, mis analüüsivad ning
reguleerivad tsiviil- ja kriminaalasju:
advokaadi- ja notariteenused,
vahendusteenused, arbitraa? ja para";"Services and programmes aimed at providing the authority of
the state as defined in law, such as courts, tribunals and other
agencies for hearing and settling civil litigation and criminal
trials, attorney representation, services of notaries, mediation,
arbitration and correctional or penal facilities, including those
who provide these services.";
e5501;;;Juriidilised süsteemid;Legal systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis korraldavad
justiitsorganite tööd, nagu nt vormikohaste
reeglite (nt seadused, määrused,
tavaõigus, religiooniõigus, rahvusvaheline
õigus ja lepped) rakendamise ning
järelevalvega tegelevad süsteemid.";"Administrative control and monitoring mechanisms that
govern the administration of justice, such as systems for
implementing and monitoring formal rules (e.g. laws,
regulations, customary law, religious law, international laws
and conventions).";
e5502;;;Õigusstrateegiad;Legal policies;"Õigusaktid, eeskirjad ja standardid, nagu
seadused, tavaõigus, religiooniõigus,
rahvusvaheline õigus ja konventsioonid,
mis reguleerivad justiitssüsteemi tööd";"Legislation, regulations and standards, such as laws, customary
law, religious law, international laws and conventions, that
govern the administration of justice.";
e5508;;;TT juriidilised teenistused, süsteemid ja strateegiad;Legal services, systems and policies, other specified;;;
e5509;;;Tta juriidilised teenistused, süsteemid ja strateegiad;Legal services, systems and policies, unspecified;;;
e555;;;Ühingute ja organisatsioonide teenused, süsteemid ning strateegiad;Associations and organizational services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
on seotud samalaadsete mitteäriliste
huvide tõttu ühinenud inimrühmadega,
millele on sageli iseloomulik liikmelisus";"Services, systems and policies relating to groups of people who have
joined together in the pursuit of common, noncommercial interests,
often with an associated membership structure.";
e5550;;;Ühingute ja organisatsioonide teenused;Associations and organizational services;"Teenistused ja programmid, mida osutavad
inimesed, kes oma mitteäriliste huvide tõttu
on ühinenud teiste samalaadsete huvidega
inimestega ning kus teenuste osutamine
võib olla seotud liikmelisusega, nagu
ühingud ja organisatsioonid, mis osutavad
puhkuse ja vaba aja veetmise.";"Services and programmes provided by people who have joined
together in the pursuit of common, noncommercial interests
with people who have the same interests, where the provision
of such services may be tied to membership, such as
associations and organizations providing recreation and
leisure, sporting, cultural, religious and mutual aid services.";
e5551;;;Ühingute ja organisatsioonide süsteemid;Associations and organizational systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis reguleerivad ühiste
mitteäriliste huvide tõttu liitunud inimeste
suhteid ja tegevust, ning selliste ühingute ja
struktuuride loomine ning juhtimine nagu
vastastikuse abistamise, puhkuse ja vaba
aja.";"Administrative control and monitoring mechanisms that
govern the relationships and activities of people coming
together with common noncommercial interests and the
establishment and conduct of associations and organizations
such as mutual aid organizations, recreational and leisure
organizations, cultural and religious associations and not-forprofit
organizations.";
e5552;;;Ühingute ja organisatsioonide strateegiad;Associations and organizational policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad ühiste mitteäriliste huvide tõttu
ühinenud inimeste suhteid ja tegevust,
nagu ühingute ja organisatsioonide rajamist
ning juhtimist reguleerivad põhimõtted, k.a
vastastikuse abistamise.";"Legislation, regulations and standards that govern the
relationships and activities of people coming together with
common noncommercial interests, such as policies that govern
the establishment and conduct of associations and
organizations, including mutual aid organizations, recreational
and leisure organizations, cultural and religious associations
and not-for-profit organizations.";
e5558;;;TT ühingute ja organisatsioonide teenused, süsteemid ja strateegiad;"Associations and organizational services, systems and
policies, other specified";;;
e5559;;;Tta ühingute ja organisatsioonide teenused, süsteemid ja strateegiad;"Associations and organizational services, systems and
policies, unspecified";;;
e560;;;Meediateenistused, -süsteemid ja -strateegiad;Media services, systems and policies;"Teenistused, süsteemid ja strateegiad
massikommunikatsiooniks raadio,
televisiooni, ajalehtede ja interneti kaudu";"Services, systems and policies for the provision of mass communication
through radio, television, newspapers and internet.";
e5600;;;Meediateenistused;Media services;"Teenistused ja programmid, mille
eesmärgiks on info edastamine
massisuhtlusvahendite kaudu, nagu raadio,
televisioon, subtiitritega varustamise
teenistused, pressiagentuurid, ajalehed.";"Services and programmes aimed at providing mass
communication, such as radio, television, closed captioning
services, press reporting services, newspapers, Braille services
and computer-based mass communication (world wide web,
internet), including those who provide these services.
Exclusion: communication services (e5350)";
e5601;;;Meediasüsteemid;Media systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis reguleerivad uudiste ja
teabe edastamist avalikkusele, nagu
standardid, mis reguleerivad raadio,
televisiooni, pressiteenistuste, ajalehtede ja
arvutite (veeb, internet) kaudu edastatava
teabe sisu, K.a: nõuded subtiitritega varustatuse
kohta televisioonis, ajalehtede ja
muude trükiste Braille kirjas versioonid
ja raadiosaated teleteksti kujul
V.a: kommunikatsioonisüsteemid
(e5351)";"Administrative control and monitoring mechanisms that
govern the provision of news and information to the general
public, such as standards that govern the content, distribution,
dissemination, access to and methods of communicating via
radio, television, press reporting services, newspapers and
computer-based mass communication (world wide web,
internet).
Inclusions: requirements to provide closed captions on
television, Braille versions of newspapers or other publications,
and teletext radio transmissions
Exclusion: communication systems (e5351)";
e5602;;;Meediastrateegiad;Media policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad avalikkusele uudiste ja teabe
edastamist, nagu nt üldprintsiibid, mis
reguleerivad raadio, televisiooni,
pressiteenistuste, ajalehtede ja arvutipõhise
massikommunikatsiooni (veeb, internet)
kaudu edast V.a: kommunikatsioonistrateegiad
(e5352)";"Legislation, regulations and standards that govern the
provision of news and information to the general public, such
as policies that govern the content, distribution, dissemination,
access to and methods of communicating via radio, television,
press reporting services, newspapers and computer-based mass
communication (world wide web, internet).
Exclusion: communication policies (e5352)";
e5608;;;TT meediateenistused, -süsteemid ja -strateegiad;Media services, systems and policies, other specified;;;
e5609;;;Tta meediateenistused, -süsteemid ja -strateegiad;Media services, systems and policies, unspecified;;;
e565;;;Majandusteenistused, -süsteemid ja -strateegiad;Economic services, systems and policies;"Teenistused, süsteemid ja strateegiad, mis
on seotud kogu kaupade ja teenuste
tootmise, jaotamise, tarbimise ning
kasutamise süsteemiga.
V.a: sotsiaalkindlustusteenistused, -
süsteemid ja -strateegiad (e570)";"Services, systems and policies related to the overall system of
production, distribution, consumption and use of goods and services.
Exclusion: social security services, systems and policies (e570)";
e5650;;;Majandusteenistused;Economic services;"Teenistused ja programmid, mille
eesmärgiks on üldine kaupade ja teenuste
tootmine, jaotamine, tarbimine ja
kasutamine, nagu erakaubandussektor (nt
ettevõtted, juriidilised isikud, eraõiguslikud
tulundusühingud), riiklik sektor (nt riiklikud
kaubandusette V.a: kommunaalteenistused
(e5300); töö- ja tööhõiveteenistused
(e5900)";"Services and programmes aimed at the overall production,
distribution, consumption and use of goods and services, such
as the private commercial sector (e.g. businesses, corporations,
private for-profit ventures), the public sector (e.g. public,
commercial services such as cooperatives and corporations),
financial organizations (e.g. banks and insurance services),
including those who provide these services.
Exclusions: utilities services (e5300 ); labour and employment
services (e5900)";
e5651;;;Majandussüsteemid;Economic systems;"Administratiivse juhtimise ja kontrolli
mehhanismid, mis reguleerivad kaupade ja
teenuste tootmist, jaotamist, tarbimist ja
kasutamist, nagu majandusstrateegiate
rakendamise ja kontrollimise süsteemid.
V.a: kommunaalsüsteemid (e5301);
töö- ja tööhõivesüsteemid (e5901)";"Administrative control and monitoring mechanisms that
govern the production, distribution, consumption and use of
goods and services, such as systems for implementing and
monitoring economic policies.
Exclusions: utilities systems (e5301); labour and employment
systems (e5901)";
e5652;;;Majandusstrateegiad;Economic policies;"Õigusaktid, eeskirjad ja standardid, mis
reguleerivad kaupade ja teenuste tootmist,
jaotamist, tarbimist ja kasutamist, nagu
valitsuste kohandatud ja rakendatud
majandusdoktriinid.
V.a: kommunaalstrateegiad
(e5302); töö- ja tööhõivestrateegiad
(e5902)";"Legislation, regulations and standards that govern the
production, distribution, consumption and use of goods and
services, such as economic doctrines adopted and
implemented by governments.
Exclusions: utilities policies (e5302); labour and employment
policies (e5902)";
e5658;;;TT majandusteenistused, -süsteemid ja -strateegiad;Economic services, systems and policies, other specified;;;
e5659;;;Tta majandusteenistused, -süsteemid ja -strateegiad;Economic services, systems and policies, unspecified;;;
e570;;;Sotsiaalkindlustusteenistused, -süsteemid ja -strateegiad;Social security services, systems and policies;"Teenistused, -süsteemid ja -strateegiad,
mille eesmärgiks on tagada toetus
sissetulekuna inimestele, kes vanuse,
vaesuse, töö puudumise, tervisliku seisundi
või puuete tõttu vajavad riiklikku abi, mida
antakse kas üldistest maksudest laekunud
summast või V.a: majandusteenistused, -
süsteemid ja -strateegiad (e565";"Services, systems and policies aimed at providing income support to
people who, because of age, poverty, unemployment, health condition
or disability, require public assistance that is funded either by general
tax revenues or contributory schemes.
Exclusion: economic services, systems and policies (e565)";
e5700;;;Sotsiaalkindlustusteenistused;Social security services;"Teenistused ja programmid, mille
eesmärgiks on tagada toetus sissetulekuna
inimestele, kes vanuse, vaesuse, töö
puudumise, tervisliku seisundi või puuete
tõttu vajavad riiklikku abi, mida antakse kas
üldistest maksudest laekunud summast või
omaosalusskeem V.a: terviseteenistused (e5800)";"Services and programmes aimed at providing income support
to people who, because of age, poverty, unemployment, health
condition or disability, require public assistance that is funded
either by general tax revenues or contributory schemes, such as
services for determining eligibility, delivering or distributing
assistance payments for the following types of programmes:
social assistance programmes (e.g. non-contributory welfare,
poverty or other needs-based compensation), social insurance
programmes (e.g. contributory accident or unemployment
insurance), and disability and related pension schemes (e.g.
income replacement), including those who provide these
services.
Exclusions: health services (e5800)";
e5701;;;Sotsiaalkindlustussüsteemid;Social security systems;"Administratiivse juhtimise ja kontrolli
mehhanismid programmide ja skeemide
reguleerimiseks, mis tagavad toetuse
inimestele, kes vanuse, vaesuse, töö
puudumise, tervisliku seisundi või puuete
tõttu vajavad ühiskonna abi, nagu reeglite
ja eeskirjade rakendamise süsteemid.";"Administrative control and monitoring mechanisms that
govern the programmes and schemes that provide income
support to people who, because of age, poverty,
unemployment, health condition or disability, require public
assistance, such as systems for the implementation of rules and
regulations governing the eligibility for social assistance,
welfare, unemployment insurance payments, pensions and
disability benefits.";
e5702;;;Sotsiaalkindlustusstrateegiad;Social security policies;"Õigusaktid, eeskirjad ja standardid
programmide ning skeemide juhtimiseks,
mis tagavad toetuse inimestele, kes
vanuse, vaesuse, töö puudumise, tervisliku
seisundi või puuete tõttu vajavad riiklikku
abi, nagu õigusaktid ja eeskirjad, mis
reguleerivad sotsiaalabi.";"Legislation, regulations and standards that govern the
programmes and schemes that provide income support to
people who, because of age, poverty, unemployment, health
condition or disability, require public assistance, such as
legislation and regulations governing the eligibility for social
assistance, welfare, unemployment insurance payments,
disability and related pensions and disability benefits.";
e5708;;;TT sotsiaalkindlustusteenistused, -süsteemid ja -strateegiad;Social security services, systems and policies, other specified;;;
e5709;;;Tta sotsiaalkindlustusteenistused, -süsteemid ja -strateegiad;Social security services, systems and policies, unspecified;;;
e575;;;Üldised sotsiaalabiteenistused, -süsteemid ja -strateegiad;General social support services, systems and policies;"Teenistused, süsteemid ja strateegiad,
mille eesmärgiks on nende inimeste
toetamine, kes vajavad ühiskonnas
täisväärtuslikumalt osalemiseks abi
sellistes valdkondades nagu poeskäimine,
kodutööd, transport, enesehooldus ja teiste
eest hoolitsemine.
V.a: tugiisikud ja hooldajad (e340);
sotsiaalkindlustusteenistused, -
süsteemid ja -strateegiad (e570);
tervishoiuteenistused, -süsteemid ja
-strateegiad (e580)";"Services, systems and policies aimed at providing support to those
requiring assistance in areas such as shopping, housework, transport,
self-care and care of others, in order to function more fully in society.
Exclusions: social security services, systems and policies (e570); personal
care providers and personal assistants (e340); health services, systems and
policies (e580)";
e5750;;;Üldised sotsiaalabiteenistused;General social support services;"Teenistused ja programmid, mille
eesmärgiks on tagada sotsiaalabi
inimestele, kes vanuse, vaesuse, töö
puudumise, tervisliku seisundi või puuete
tõttu vajavad ühiskonnas
täisväärtuslikumalt osalemiseks abi
sellistes valdkondades nagu poeskäimine,
kodutööd";"Services and programmes aimed at providing social support to
people who, because of age, poverty, unemployment, health
condition or disability, require public assistance in the areas of
shopping, housework, transport, self-care and care of others, in
order to function more fully in society.";
